collection__uuid,artifact__title,artifact__summary,artifact__type,artifact__date_published,artifact__date_published_year,artifact__date_circa,artifact__uri,artifact__people__author,artifact__people__editor,file__url,file__language,file__pages
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Environmental scan part 1: Current research and evaluation to promote economic participation of people with disability,"This report scans recent Australian research into disability employment interventions; and current models, practices and innovations in Australia and internationally.",report,,2021,,https://www.bsl.org.au/research/publications/scan-research-disability-employment-interventions/,Shelley Mallett|Diane Brown,,http://library.bsl.org.au/showitem.php?handle=1/12870,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Environmental scan part 2: Views of experts on effective employment interventions for people with disability,The report presents findings from focus groups and interviews with academics and senior government and non-government experts in disability employment policy and programs.,report,,2021,,https://www.bsl.org.au/research/publications/scan-expert-views-on-effective-disabilty-employment-interventions/,"Shelley Mallett, Diane Brown|James Finnis",,http://library.bsl.org.au/showitem.php?handle=1/12871,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Losing traction: lessons in financial wellbeing from the COVID crisis,"Our analysis of financial wellbeing over three time periods finds that Australians on low incomes are more exposed to risks, making them vulnerable to a crisis such as the COVID-19 pandemic.",report,,2021,,https://www.bsl.org.au/research/publications/losing-traction/,Emily Porter|Dina Bowman,,http://library.bsl.org.au/showitem.php?handle=1/12838,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,National Youth Employment Body Entry to Care Roles Skills Trial: evaluation findings and implications for systemic change,This study examined how the National Skills Trial model worked for young people and employers in the care sector.,report,,2022,,https://www.bsl.org.au/research/publications/entry-to-care-roles-skills-trial-evaluation/,"George Myconos, Kira Clarke|Christina Ng",,https://library.bsl.org.au/showitem.php?handle=1/13334,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Response to the Review of Victoria's Disability Act,,report,2021-10-01,,,http://library.bsl.org.au/showitem.php?handle=1/12853,,,http://library.bsl.org.au/showitem.php?handle=1/12853,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Response to the exposure draft of the NDIS Amendment (Participant Service Guarantee and Other Measures) Bill 2021,,report,2021-10-01,,,http://library.bsl.org.au/showitem.php?handle=1/12816,,,http://library.bsl.org.au/showitem.php?handle=1/12816,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission re Offshore electricity infrastructure bills,,report,2021-09-01,,,http://library.bsl.org.au/showitem.php?handle=1/12751,,,http://library.bsl.org.au/showitem.php?handle=1/12751,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Inquiry into Economic Equity for Victorian Women,,report,2021-08-01,,,http://library.bsl.org.au/showitem.php?handle=1/12773,,,http://library.bsl.org.au/showitem.php?handle=1/12773,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to the Senate inquiry into the the Social Services Legislation Amendment (Consistent Waiting Periods for New Migrants) Bill 2021,,report,2021-08-01,,,http://library.bsl.org.au/showitem.php?handle=1/12693,,,http://library.bsl.org.au/showitem.php?handle=1/12693,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,A brief reprieve? Financial wellbeing after the 2020 COVID-19 lockdowns,"In the third paper in the Financial Lives in Uncertain Times series, we explore trends in financial wellbeing during the fleeting period of recovery between the lockdowns of 2020 and 2021.",report,,2021,,https://www.bsl.org.au/research/publications/a-brief-reprieve-financial-wellbeing/,Emily Porter|Dina Bowman,,http://library.bsl.org.au/showitem.php?handle=1/12799,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,System design workshop discussion paper – agriculture and horticulture,Prepared for the National Youth Employment Body (NYEB),report,,2021,,https://www.bsl.org.au/research/publications/system-design-agriculture-and-horticulture/,"Kira Clarke, Elle McLachlan|Lisa Audsley",,http://library.bsl.org.au/showitem.php?handle=1/13305,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,System design workshop discussion paper – transport and logistics,Prepared for the National Youth Employment  Body,report,,2021,,https://www.bsl.org.au/research/publications/system-design-transport-and-logistics/,"Kira Clarke, Elle McLachlan|Lisa Audsley",,http://library.bsl.org.au/showitem.php?handle=1/13307,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,System design workshop discussion paper – care sector,Prepared for the National Youth Employment Body,report,,2021,,https://www.bsl.org.au/research/publications/system-design-care-sector/,"Kira Clarke, Elle McLachlan|Lisa Audsley",,http://library.bsl.org.au/showitem.php?handle=1/13306,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Dead ends: how our social security system is failing people with partial capacity to work,Almost one-third of JobSeeker Payment recipients are people assessed with 'partial capacity to work'.,report,,2021,,https://www.bsl.org.au/research/publications/dead-ends-social-security/,"Karen Soldatic, Dina Bowman, Maria Mupanemunda & Patrick McGee",,http://library.bsl.org.au/showitem.php?handle=1/12735,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,"Submission to the Senate inquiry into the purpose, intent and adequacy of the Disability Support Pension",,report,2021-08-01,,,http://library.bsl.org.au/showitem.php?handle=1/12712,,,http://library.bsl.org.au/showitem.php?handle=1/12712,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission regarding Victorian Government's Gas Substitution Roadmap,,report,2021-08-01,,,http://library.bsl.org.au/showitem.php?handle=1/12692,,,http://library.bsl.org.au/showitem.php?handle=1/12692,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission re the successor plan to the National Framework for Protecting Australia's Children,,report,2021-08-01,,,http://library.bsl.org.au/showitem.php?handle=1/12691,,,http://library.bsl.org.au/showitem.php?handle=1/12691,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Response to the National Skills Commission Care Workforce Labour Market Study discussion paper,,report,2021-06-01,,,http://library.bsl.org.au/showitem.php?handle=1/12605,,,http://library.bsl.org.au/showitem.php?handle=1/12605,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Interventions for children on the autism spectrum: response to NDIA Consultation,,report,2021-06-01,,,http://library.bsl.org.au/showitem.php?handle=1/12569,,,http://library.bsl.org.au/showitem.php?handle=1/12569,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,National Disability Employment Strategy: submission to the Department of Social Services,,report,2021-05-01,,,http://library.bsl.org.au/showitem.php?handle=1/12547,,,http://library.bsl.org.au/showitem.php?handle=1/12547,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to Parliamentary Joint Committee on Human Rights re ParentsNext: examination of Social Security (Parenting Payment participation requirements – class of persons) instrument 2021,,report,2021-05-01,,,http://library.bsl.org.au/showitem.php?handle=1/12525,,,http://library.bsl.org.au/showitem.php?handle=1/12525,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Response to Victorian Disability Plan 2021–2024 Consultation,,report,2021-04-01,,,http://library.bsl.org.au/showitem.php?handle=1/12541,,,http://library.bsl.org.au/showitem.php?handle=1/12541,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Making a difference to children and families in financial stress and poverty,"How prevalent is poverty and financial stress among Australian children and families, and what has been the impact of COVID-19? What difference could social security spending make?",report,,2021,,https://www.bsl.org.au/research/publications/making-a-difference-financial-stress-and-poverty/,Social Ventures Australia|Brotherhood of St. Laurence,,http://library.bsl.org.au/showitem.php?handle=1/12500,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Shocks and safety nets: financial wellbeing during the COVID-19 crisis,"In the second paper in the Financial Lives in Uncertain Times series, we explore the impacts of the COVID-19 crisis and resulting policy responses on financial wellbeing.",report,,2021,,https://www.bsl.org.au/research/publications/shocks-and-safety-nets/,Emily Porter|Dina Bowman,,http://library.bsl.org.au/showitem.php?handle=1/12554,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Independent assessments in NDIS: response to Joint Standing Committee,,report,2021-03-01,,,http://library.bsl.org.au/showitem.php?handle=1/12524,,,http://library.bsl.org.au/showitem.php?handle=1/12524,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,BSL response to DSS consultation paper 'Supporting Improvements to the Families & Children Activity',,report,2021-03-01,,,http://library.bsl.org.au/showitem.php?handle=1/12461,,,http://library.bsl.org.au/showitem.php?handle=1/12461,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission regarding the Social Services Legislation Amendment (Strengthening Income Support) Bill 2021,,report,2021-03-01,,,http://library.bsl.org.au/showitem.php?handle=1/12442,,,http://library.bsl.org.au/showitem.php?handle=1/12442,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Towards a brighter future for low-income women (COVID-19 Insights),,report,,2021,,http://library.bsl.org.au/showitem.php?handle=1/12423,Dina Bowman|Maria Mupanemunda|Seuwandi Wickramasinghe,,http://library.bsl.org.au/showitem.php?handle=1/12423,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Response to NDIS consultation paper Supporting young children and their families early to reach their full potential,,report,2021-02-01,,,http://library.bsl.org.au/showitem.php?handle=1/12515,,,http://library.bsl.org.au/showitem.php?handle=1/12515,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,"Response to NDIS consultation papers on independent assessments, access and eligibility policy, and planning policy",,report,2021-02-01,,,http://library.bsl.org.au/showitem.php?handle=1/12520,,,http://library.bsl.org.au/showitem.php?handle=1/12520,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Changing children’s trajectories: results of the HIPPY Longitudinal Study,The most comprehensive study to date has investigated the impact of the Home Interaction Program for Parents and Youngsters (HIPPY) on the Australian children and parents who take part.,report,,2020,,https://www.bsl.org.au/research/publications/changing-childrens-trajectories/,Julie Connolly|Shelley Mallett,,http://library.bsl.org.au/showitem.php?handle=1/12290,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Stepping up for business: insights from a pilot program for migrant and refugee women,"A micro-enterprise program for women from refugee, migrant and asylum-seeking backgrounds shows why it is important to tailor financial literacy and business training to participants’ contexts and to support multiple pathways to economic security.",report,,2020,,https://www.bsl.org.au/research/publications/stepping-up-for-business/,Seuwandi Wickramasinghe|Maria Mupanemunda,,http://library.bsl.org.au/showitem.php?handle=1/12362,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Transforming employment aspirations: results of the HIPPY Tutors Study,"By enlisting and supporting parents as tutors, the Home Interaction Program for Parents and Youngsters (HIPPY) creates a transitional labour market that helps these parents develop their goals and improve their job opportunities.",report,,2020,,https://www.bsl.org.au/research/publications/transforming-employment-aspirations/,Julie Connolly|Roxanne Chaitowitz,,http://library.bsl.org.au/showitem.php?handle=1/12401,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Summary of the impact of HIPPY on children,,report,,2020,,https://www.bsl.org.au/research/publications/summary-of-the-impact-of-hippy-on-children/,Brotherhood of St. Laurence,,https://assets.bsl.org.au/assets/BSL-HIPPY-Longitudinal-Tutor-Research-2-page-Summary.pdf,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Setbacks at 30: Life Chances and COVID-19 ­(COVID-19 Insights),,report,,2020,,http://library.bsl.org.au/showitem.php?handle=1/12354,Ursula Harrison|Matthew Curry|Dina Bowman,,http://library.bsl.org.au/showitem.php?handle=1/12354,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Young people and vocational education and training (COVID-19 Insights),,report,,2020,,http://library.bsl.org.au/showitem.php?handle=1/12355,Kira Clarke|Joseph Borlagdan|Shelley Mallett,,http://library.bsl.org.au/showitem.php?handle=1/12355,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to Inquiry into Climate Change (National Framework for Adaptation and Mitigation) Bills 2020,,report,2020-12-01,,,http://library.bsl.org.au/showitem.php?handle=1/12439,,,http://library.bsl.org.au/showitem.php?handle=1/12439,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Joint submission regarding the National Disability Strategy beyond 2020,,report,2020-10-01,,,http://library.bsl.org.au/showitem.php?handle=1/12283,,,http://library.bsl.org.au/showitem.php?handle=1/12283,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Submission to Inquiry into access to TAFE for learners with disability,,report,2020-10-01,,,http://library.bsl.org.au/showitem.php?handle=1/12284,,,http://library.bsl.org.au/showitem.php?handle=1/12284,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Joint submission to Senate inquiry into Social Security (Administration) Amendment (Continuation of Cashless Welfare) Bill 2020,,report,2020-10-01,,,http://library.bsl.org.au/showitem.php?handle=1/12286,,,http://library.bsl.org.au/showitem.php?handle=1/12286,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Everyone counts: uncovering patterns of Newstart Allowance,"What insights about income support can be gained from daily, event-based data about recipients of Newstart Allowance from 2001 to 2016?",report,,2020,,https://www.bsl.org.au/research/publications/everyone-counts/,"Dina Bowman, Marcus Banks, Peter Whiteford, Ashton de Silva, Nandini Anantharama, Zsuzsanna Csereklyei|Shelley Mallett",,http://library.bsl.org.au/showitem.php?handle=1/12353,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,All in it together? Financial wellbeing before COVID-19,"Our analysis of Roy Morgan Single Source Survey data showed that financial wellbeing in Australia improved in the two years before the COVID-19 crisis, but not all groups experienced the same improvements.",report,,2020,,https://www.bsl.org.au/research/publications/all-in-it-together/,"Emily Porter, Dina Bowman|Matthew Curry",,http://library.bsl.org.au/showitem.php?handle=1/12357,,
2dcb7b8e-71ad-4c9a-b018-994cda9ed0cb,Safety net to poverty trap? The twentieth-century origins of Australia’s uneven social security system,Tracing the history of Australia’s social security system helps us to consider what reforms are needed for the present day.,report,,2020,,https://www.bsl.org.au/research/publications/safety-net-to-poverty-trap/,"Danielle Thornton, Dina Bowman|Shelley Mallett",,http://library.bsl.org.au/showitem.php?handle=1/12232,,
