artifact__title,artifact__summary,artifact__type,artifact__date_published,artifact__date_published_year,artifact__date_circa,artifact__uri,artifact__publication_place,artifact__publisher,artifact__tags,collection__uuid,file__content_type,file__name,file__media_type,file__uuid,file__url,file__language,file__fulltext_s3_url,file__fulltext_paginated_s3_url,file__toc,file__viewer_settings,file__size,file__pages,file__key_terms,file__file_hash,artifact__people_author,atrifact__doi
"
          Opportunities for Automated Demand Response in California's Dairy Processing Industry        ",,report,,2015,,https://eta-publications.lbl.gov/publications/opportunities-automated-demand-3,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/opportunities_for_automated_demand_response_in_californias_dairy_processing_industry.pdf,,,,,,,,,,Gregory K Homan|Arian  Aghajanzadeh|Aimee T McKane,
"
          Opportunities for Automated Demand Response in California Wastewater Treatment Facilities        ",,report,,2015,,https://eta-publications.lbl.gov/publications/opportunities-automated-demand-1,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/opportunities_for_automated_cvr.pdf,,,,,,,,,,Arian  Aghajanzadeh|Craig P Wray|Aimee T McKane,
"
          Opportunities for Automated Demand Response in California Wastewater Treatment Facilities        ",,report,,2015,,https://eta-publications.lbl.gov/publications/opportunities-automated-demand-2,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/wastewater_treatment_report.pdf,,,,,,,,,,Arian  Aghajanzadeh|Craig P Wray|Aimee T McKane,
"
          Opportunities for Automated Demand Response in California Agricultural Irrigation        ",,report,,2015,,https://eta-publications.lbl.gov/publications/opportunities-automated-demand-0,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/opportunities_for_automated_demand_response_.pdf,,,,,,,,,,Daniel  Olsen|Arian  Aghajanzadeh|Aimee T McKane,
"
          Open Automated Demand Response: Industry Value to Indian Utilities and Knowledge from the Deployment        ",,conference-paper,,2015,,https://eta-publications.lbl.gov/publications/open-automated-demand-response-3,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl_6986e.pdf,,,,,,,,,,Rajesh V Poojary|Girish  Ghatikar|G. Ganesh  Das|Sujay Kumar Saha,
"
          An Ontology to Represent Energy-related Occupant Behavior in Buildings Part I: Introduction to the DNAs Framework        ",,article,,2015,,https://eta-publications.lbl.gov/publications/ontology-represent-energy-related,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-180349.pdf,,,,,,,,,,Tianzhen  Hong|Simona  D'Oca|William JN Turner|Sarah C Taylor-Lange,https://dx.doi.org/10.1016/j.buildenv.2015.02.019
"
          An Ontology to Represent Energy-Related Occupant Behavior in Buildings. Part II: Implementation of the DNAS framework using an XML schema        ",,article,,2015,,https://eta-publications.lbl.gov/publications/ontology-represent-energy-related-0,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-1004501.pdf,,,,,,,,,,Tianzhen  Hong|Simona  D'Oca|Sarah C Taylor-Lange|William JN Turner|Yixing  Chen|Stefano P Corgnati,https://dx.doi.org/10.1016/j.buildenv.2015.08.006
"
          An occupant behavior modeling tool for co-simulation        ",,article,,2015,,https://eta-publications.lbl.gov/publications/occupant-behavior-modeling-tool-co,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/tianzhen_hong_-_a_behavior_modeling_tool_for_co-simulation.pdf,,,,,,,,,,Tianzhen  Hong|Hongsan  Sun|Yixing  Chen|Sarah C Taylor-Lange|Da  Yan,
"
          Occupant Behavior Modeling for Building  Performance Simulation: Current State and Future Challenges        ",,article,,2015,,https://eta-publications.lbl.gov/publications/occupant-behavior-modeling-building,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-1004504.pdf,,,,,,,,,,Da  Yan|William  O'Brien|Tianzhen  Hong|Xiaohang  Feng|H. Burak  Gunay|Farhang  Tahmasebi|Ardeshir  Mahdavi,https://dx.doi.org/10.1016/j.enbuild.2015.08.032
"
          Occupancy Schedules Learning Process Through a Data Mining Framework        ",,article,,2015,,https://eta-publications.lbl.gov/publications/occupancy-schedules-learning-process,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-180204.pdf,,,,,,,,,,Simona  D'Oca|Tianzhen  Hong,https://dx.doi.org/10.1016/j.enbuild.2014.11.065
"
          Non-Constant Learning Rates in Retrospective Experience Curve Analyses and their Correlation to Deployment Programs        ",,article,,2015,,https://eta-publications.lbl.gov/publications/non-constant-learning-rates,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-186336.pdf,,,,,,,,,,Max  Wei|Sarah Josephine Smith|Michael D Sohn,https://dx.doi.org/10.1016/j.enpol.2017.04.035
"
          A New Campus Built on Efficiency        ",,case-study,,2015,,https://eta-publications.lbl.gov/publications/new-campus-built-efficiency,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-189311.pdf,,,,,,,,,,Ari  Harding|Andrea C Mercado|Cynthia  Regnier,
"
          A New Appraisal- Lessons from the History of Efforts to Value Green and High-Performance Home Attributes in the United States        ",,report,,2015,,https://eta-publications.lbl.gov/publications/new-appraisal-lessons-history-efforts,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/a_new_appraisal-_lessons_from_the_history_of_efforts_-_1003835.pdf,,,,,,,,,,Evan  Mills,
"
          Modelling of Non-linear CHP Efficiency Curves in Distributed Energy Systems        ",,article,,2015,,https://eta-publications.lbl.gov/publications/modelling-non-linear-chp-efficiency,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl_6979e.pdf,,,,,,,,,,Christian  Milan|Michael  Stadler|Gonçalo  Cardoso|Salman  Mashayekh,https://dx.doi.org/10.1016/j.apenergy.2015.03.053
"
          Modeling California policy impacts on greenhouse gas emissions        ",,article,,2015,,https://eta-publications.lbl.gov/publications/modeling-california-policy-impacts,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-7008e.pdf,,,,,,,,,,Jeffery B Greenblatt,https://dx.doi.org/10.1016/j.enpol.2014.12.024
"
          Modelica Buildings Library        ",,article,,2015,,https://eta-publications.lbl.gov/publications/modelica-buildings-library,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/michael_wetter_-_modelica_buildings_library.pdf,,,,,,,,,,Michael  Wetter|Wangda  Zuo|Thierry Stephane Nouidui|Xiufeng  Pang,
"
          Microgrid Evolution Roadmap Engineering, Economics, and Experience        ",,proceedings,,2015,,https://eta-publications.lbl.gov/publications/microgrid-evolution-roadmap,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-1003748-microgrid-roadmap-final-2015-09-29.pdf,,,,,,,,,,Chris  Marnay|Spyros  Chatzivasileiadis|Chad  Abbey|Geza  Joos|Pio  Lombardi|Pierluigi  Mancarella,
"
          Methodology for Estimating Purchased Prices of Energy-efficient Motors Internationally and Results for Selected Countries        ",,report,,2015,,https://eta-publications.lbl.gov/publications/methodology-estimating-purchased,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/international_cost_of_efficient_motors_final.pdf,,,,,,,,,,Ali  Hasanbeigi|Virginie E Letschert,
"
          Measured daylighting potential of a static optical louver system under real sun and sky conditions        ",,article,,2015,,https://eta-publications.lbl.gov/publications/measured-daylighting-potential-0,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-187135.pdf,,,,,,,,,,Kyle S Konis|Eleanor S Lee,https://dx.doi.org/10.1016/j.buildenv.2015.04.024
"
          Manufacturing Cost Levelization Model – A User’s Guide        ",,report,,2015,,https://eta-publications.lbl.gov/publications/manufacturing-cost-levelization-model,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-187989.pdf,,,,,,,,,,"William R Morrow, III|Arman  Shehabi|Sarah Josephine Smith",
"
          Laboratory Evaluation Of Air Flow Measurement Methods For Residential HVAC Returns        ",,article,,2015,,https://eta-publications.lbl.gov/publications/laboratory-evaluation-air-flow,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/iain_walker_-_laboratory_evaluation_of_air_flow_measurement_methods_for_residential_hvac_returns_.pdf,,,,,,,,,,Iain S Walker|J. Chris  Stratton,
"
          International Database of Efficient Appliances (IDEA): A Novel Tool for Efficiency Program Development and Evaluation        ",,report,,2015,,https://eta-publications.lbl.gov/publications/international-database-efficient,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-184403.pdf,,,,,,,,,,Brian F Gerke|Michael A McNeil|Thomas  Tu,
"
          Intermittent Renewable Management Pilot – Phase 2        ",,report,,2015,,https://eta-publications.lbl.gov/publications/intermittent-renewable-management,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-179019_intermittent_renewable_management_pilot_phase_2.pdf,,,,,,,,,,Sila  Kiliccote|Gregory K Homan|Robert W Anderson|John  Herdandez,
"
          Integrated control of dynamic facades and distributed energy resources for energy cost minimization in commercial buildings        ",,article,,2015,,https://eta-publications.lbl.gov/publications/integrated-control-dynamic-facades,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-1003927.pdf,,,,,,,,,,Eleanor S Lee|Christoph  Gehbauer|Brian E Coffey|Andrew  McNeil|Michael  Stadler|Chris  Marnay,https://dx.doi.org/10.1016/j.solener.2015.11.003
"
          An Insight into Actual Energy Use and Its Drivers in High-Performance Buildings        ",,article,,2015,,https://eta-publications.lbl.gov/publications/insight-actual-energy-use-and-its,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/tianzhen_hong_-_an_insight_into_actual_energy_use_and_its_drivers_in_high_performance_buildings_1.pdf,,,,,,,,,,Cheng  Li|Tianzhen  Hong|Da  Yan,
"
          Indoor Air Quality in 24 California Residences Designed as High-Performance Homes        ",,article,,2015,,https://eta-publications.lbl.gov/publications/indoor-air-quality-24-california,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-6937e.pdf,,,,,,,,,,Brennan  Less|Nasim A Mullen|Brett C Singer|Iain S Walker,https://dx.doi.org/10.1080/10789669.2014.961850
"
          IEPEC EPA’s Clean Power Plan With a Focus on Energy Efficiency and EM&V        ",,presentation-lecture,,2015,,https://eta-publications.lbl.gov/publications/iepec-epa-s-clean-power-plan-focus,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/schiller_cpp_presentation_v4_iepec.pdf,,,,,,,,,,Steven R Schiller,
"
          IEA Wind Task 26:  Wind Technology, Cost, and Performance Trends in Denmark, Germany, Ireland, Norway, the European Union, and the United States: 2007–2012        ",,report,,2015,,https://eta-publications.lbl.gov/publications/iea-wind-task-26-wind-technology-cost,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-183492_0.pdf,,,,,,,,,,Aisma  Vitina|Silke  Lüers|Anna-Kathrin  Wallasch|Volker  Berkhout|Aidan  Duffy|Brendan  Cleary|Lief I Husabø|David E Weir|Roberto  Lacal-Arántegui|M Maureen  Hand|Eric  Lantz|Kathy  Belyeu|Ryan H Wiser|Mark  Bolinger|Ben  Hoen,
"
          Ice-Making in the U.S.: Results from an Amazon Mechanical Turk Survey        ",,report,,2015,,https://eta-publications.lbl.gov/publications/ice-making-us-results-amazon,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-183899.pdf,,,,,,,,,,Sally M Donovan|Scott J Young|Jeffery B Greenblatt,
"
          ICE Calculator Case Study: EPB Chattanooga Distribution Automation        ",,case-study,,2015,,https://eta-publications.lbl.gov/publications/ice-calculator-case-study-epb,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/nexant-ice-calculator-epb-dis-automation-dec-2015.pdf,,,,,,,,,,,
"
          ICE Calculator Case Study: CMP Distribution Automation        ",,case-study,,2015,,https://eta-publications.lbl.gov/publications/ice-calculator-case-study-cmp,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/nexant-ice-calculator-cmp-dist-automation-nov-2015.pdf,,,,,,,,,,,
"
          How Baseline Model Implementation Choices Affect Demand Response Assessments        ",,article,,2015,,https://eta-publications.lbl.gov/publications/how-baseline-model-implementation,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-6894e.pdf,,,,,,,,,,Nathan J Addy|Sila  Kiliccote|Duncan S Callaway|Johanna L Mathieu,https://dx.doi.org/10.1115/1.4028478
"
          Guide to Promoting an Energy Efficient Public Sector (PePS)        ",,book,,2015,,https://eta-publications.lbl.gov/publications/guide-promoting-energy-efficient,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl1004318.pdf,,,,,,,,,,Philip  Coleman,
"
          Green, Clean, & Mean: Pushing the Energy Envelope in Tech Industry Buildings        ",,report,,2015,,https://eta-publications.lbl.gov/publications/green-clean-mean-pushing-energy,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/1005070.pdf,,,,,,,,,,Evan  Mills|Jessica  Granderson|Wanyu R Chan|Richard C Diamond|Philip  Haves|Bruce  Nordman|Paul A Mathew|Mary Ann  Piette|Gerald  Robinson|Stephen E Selkowitz,
"
          Findings from an Advanced Demand Response Smart Grid Project to Improve Electricity Reliability in India        ",,conference-paper,,2015,,https://eta-publications.lbl.gov/publications/findings-advanced-demand-response,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-6982e.pdf,,,,,,,,,,Rongxin  Yin|Girish  Ghatikar|Ranjit  Deshmukh|Aamir Hussain Khan,
"
          Field Testing of Telemetry for Demand Response Control of Small Loads        ",,report,,2015,,https://eta-publications.lbl.gov/publications/field-testing-telemetry-demand,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-1004415.pdf,,,,,,,,,,Steven  Lanzisera|Andrew R Weber|Anna  Liao|Oren  Schetrit|Sila  Kiliccote|Mary Ann  Piette,
"
          Extremum Seeking Control of Smart Inverters for VAR Compensation        ",,conference-paper,,2015,,https://eta-publications.lbl.gov/publications/extremum-seeking-control-smart,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-1003974.pdf,,,,,,,,,,Daniel  Arnold|Matias  Negrete-Pincetic|Emma M Stewart|David M Auslander|Duncan S Callaway,
"
          Exploiting Massive PMU Data Analysis for LV Distribution Network Model Validation        ",,conference-paper,,2015,,https://eta-publications.lbl.gov/publications/exploiting-massive-pmu-data-analysis,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-1003973.pdf,,,,,,,,,,Corinne  Chand|Alan W McMorran|Emma M Stewart|Gareth  Taylor,
"
          Expanding Energy Performance Contracting in China: Policy Solutions and Market Mechanisms        ",,report,,2015,,https://eta-publications.lbl.gov/publications/expanding-energy-performance,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/epc_policy_recommendations_final-post.pdf,,,,,,,,,,Bo  Shen|Lynn K Price|Xu  Liu|Lu  Meng|Wenjing  Shi|Meredydd  Evans|Volha  Roshchanka|Sha  Yu,
"
          Estudio Preparatorio para la Implementación en Chile de Estándares Mínimos de Eficiencia Energética en Motores Industriales        ",,report,,2015,,https://eta-publications.lbl.gov/publications/estudio-preparatorio-para-la,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-187346.pdf,,,,,,,,,,Carolina  Hernandez|Virginie E Letschert|Ali  Hasanbeigi|Nihan  Karali|Marcelo  Padilla|Mariana  Pavon,
"
          Estimation of Potential and Value of Demand Response for Industrial and Commercial Consumers in Delhi        ",,conference-paper,,2015,,https://eta-publications.lbl.gov/publications/estimation-potential-and-value-demand,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl_6987e.pdf,,,,,,,,,,Ranjit  Deshmukh|Girish  Ghatikar|Rongxin  Yin|G. Ganesh  Das|Sujay Kumar Saha,
"
          Estimating Sales and Sales Market Share from Sales Rank Data for Consumer Appliances        ",,article,,2015,,https://eta-publications.lbl.gov/publications/estimating-sales-and-sales-market,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-6989e.pdf,,,,,,,,,,Samir  Touzani|Robert D Van Buskirk,
"
          Estimating Price Elasticity using Market-Level Appliance Data        ",,report,,2015,,https://eta-publications.lbl.gov/publications/estimating-price-elasticity-using,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-188289.pdf,,,,,,,,,,K. Sydny  Fujita,
"
          Energy and IAQ Implications of Alternative Minimum Ventilation Rates in California Retail and School Buildings        ",,report,,2015,,https://eta-publications.lbl.gov/publications/energy-and-iaq-implications-0,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-185278.pdf,,,,,,,,,,Spencer M Dutton|William J Fisk,
"
          Energy and Economic Impacts of U.S. Federal Energy and Water Conservation Standards Adopted From 1987 Through 2014        ",,report,,2015,,https://eta-publications.lbl.gov/publications/energy-and-economic-impacts-us-3,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-6964e.pdf,,,,,,,,,,Stephen  Meyers|Alison A Williams|Peter T Chan|Sarah K Price,
"
          Endogenous Assessment of the Capacity Value of Solar PV in Generation Investment Planning Studies        ",,article,,2015,,https://eta-publications.lbl.gov/publications/endogenous-assessment-capacity-value,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/capacity_value_solar_pre-print.pdf,,,,,,,,,,Francisco D Munoz|Andrew D Mills,https://dx.doi.org/10.1109/TSTE.2015.2456019
"
          Electrochromic Window Demonstration at the Donna Land Port of Entry        ",,report,,2015,,https://eta-publications.lbl.gov/publications/electrochromic-window-demonstration,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl1001788.pdf,,,,,,,,,,Luis L Fernandes|Eleanor S Lee|Anothai  Thanachareonkit,
"
          The Electrical Grid and Supercomputing Centers: An Investigative Analysis of Emerging Opportunities and Challenges        ",,article,,2015,,https://eta-publications.lbl.gov/publications/electrical-grid-and-supercomputing,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl_6985e.pdf,,,,,,,,,,Natalie  Bates|Girish  Ghatikar|Ghaleb  Abdulla|Gregory A Koenig|Sridutt  Bhalachandra|Mehdi  Sheikhalishahi|Tapasya  Patki|Barry  Roundtree|Stephen  Poole,https://dx.doi.org/10.1007/s00287-014-0850-0
"
          Durable Airtightness in Single-Family Dwellings: Field Measurements and Analysis        ",,report,,2015,,https://eta-publications.lbl.gov/publications/durable-airtightness-single-family,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/1005748.pdf,,,,,,,,,,Wanyu R Chan|Iain S Walker|Max H Sherman,
"
          Doubling the global pace of progress for energy efficiency (EE): Applying a “Moore’s Law” of EE to technology innovation for off-grid applications        ",,report,,2015,,https://eta-publications.lbl.gov/publications/doubling-global-pace-progress-energy,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-6970e.pdf,,,,,,,,,,Robert D Van Buskirk,
"
          Do Energy Efficiency Standards Improve Quality? Evidence from a Revealed Preference Approach        ",,report,,2015,,https://eta-publications.lbl.gov/publications/do-energy-efficiency-standards,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-182701.pdf,,,,,,,,,,Sebastien  Houde|C. Anna  Spurlock,
"
          Distributed Energy Systems Integration and Demand Optimization for Autonomous Operations and Electric Grid Transactions        ",,article,,2015,,https://eta-publications.lbl.gov/publications/distributed-energy-systems,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-1003742_final_drrc_paper_with_cover_11-16-15.pdf,,,,,,,,,,Girish  Ghatikar|Salman  Mashayekh|Michael  Stadler|Rongxin  Yin|Zhenhua  Liu,
"
          Discomfort glare with complex fenestration systems and the impact on energy use when using daylighting control        ",,proceedings,,2015,,https://eta-publications.lbl.gov/publications/discomfort-glare-complex-fenestration,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl1005094.pdf,,,,,,,,,,Sabine  Hoffmann|Andrew  McNeil|Eleanor S Lee|Raghuram  Kalyanam,
"
          Diffusion of Automated Grid Transactions Through Energy Efficiency Codes        ",,proceedings,,2015,,https://eta-publications.lbl.gov/publications/diffusion-automated-grid-transactions,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-6995e_final.pdf,,,,,,,,,,Girish  Ghatikar|Mary Ann  Piette|Ella Hae Yeon Sung,
"
          Development of Diagnostic and M&V Agents, and Implementation in an Occupied Office Environment        ",,report,,2015,,https://eta-publications.lbl.gov/publications/development-diagnostic-and-mv-agents,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-6973e.pdf,,,,,,,,,,Jessica  Granderson|Phillip N Price|Stephen  Czarnecki|Janie  Page|Richard E Brown|Mary Ann  Piette,
"
          Design and Development of an Integrated Workstation Automation Hub        ",,report,,2015,,https://eta-publications.lbl.gov/publications/design-and-development-integrated,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/design_and_development_workstation.pdf,,,,,,,,,,Adam Z Weber|Girish  Ghatikar|Dale A Sartor|Steven  Lanzisera,
"
          Demand-Side Energy Efficiency in EPA’s Clean Power Plan        ",,presentation-lecture,,2015,,https://eta-publications.lbl.gov/publications/demand-side-energy-efficiency-epa-s,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/schiller_cpp_presentation_ncsl_november_2015_final.pdf,,,,,,,,,,Steven R Schiller,
"
          Demand Side Efficiency EM&V and the Clean Power Plan: Presentation #2- EE EM&V and the CPP        ",,presentation-lecture,,2015,,https://eta-publications.lbl.gov/publications/demand-side-efficiency-emv-and-0,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/2nd_cpp_ee_emv_presentation_wieb_december_15_2015_schiller.pdf,,,,,,,,,,Steven R Schiller,
"
          Demand Side Efficiency EM&V and the Clean Power Plan: Presentation #1- Basics of EE, EM&V and the CPP        ",,presentation-lecture,,2015,,https://eta-publications.lbl.gov/publications/demand-side-efficiency-emv-and-clean,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/1st_cpp_ee_emv_presentation_wieb_december_7_2015_schiller.pdf,,,,,,,,,,Steven R Schiller,
"
          Demand Response Research Center - Final Report        ",,report,,2015,,https://eta-publications.lbl.gov/publications/demand-response-research-center-final,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/drrc_final_report_lbnl-1005753.pdf,,,,,,,,,,Mary Ann  Piette|Sila  Kiliccote|Girish  Ghatikar|Aimee T McKane|Nance  Matson|Janie  Page|Jason S MacDonald|Arian  Aghajanzadeh|Douglas R Black|Rongxin  Yin,
"
          Deep Energy Retrofit Guidance for the Building America Solutions Center        ",,report,,2015,,https://eta-publications.lbl.gov/publications/deep-energy-retrofit-guidance,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-184443.pdf,,,,,,,,,,Brennan  Less|Iain S Walker,
"
          DEEP: A Database of Energy Efficiency Performance to Accelerate Energy Retrofitting of Commercial Buildings        ",,article,,2015,,https://eta-publications.lbl.gov/publications/deep-database-energy-efficiency,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/tianzhen_hong_-_deep.pdf,,,,,,,,,,Sang Hoon Lee|Tianzhen  Hong|Geof  Sawaya|Yixing  Chen|Mary Ann  Piette,
"
          A Data-mining Approach to Discover Patterns of Window Opening and Closing Behavior in Offices        ",,article,,2015,,https://eta-publications.lbl.gov/publications/data-mining-approach-discover,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/tianzhen_hong_-_a_data-mining_approach_to_discover_patterns_of_window_opening_and_closing_behavior_in_offices.pdf,,,,,,,,,,Simona  D'Oca|Tianzhen  Hong,
"
          Data Mining of Space Heating System Performance in Affordable Housing        ",,article,,2015,,https://eta-publications.lbl.gov/publications/data-mining-space-heating-system,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-180239.pdf,,,,,,,,,,Xiaoxin  Ren|Da  Yan|Tianzhen  Hong,https://dx.doi.org/10.1016/j.buildenv.2015.02.009
"
          Data Analysis and Stochastic Modeling of Lighting Energy Use in Large Office Buildings in China        ",,article,,2015,,https://eta-publications.lbl.gov/publications/data-analysis-and-stochastic-modeling,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-180389.pdf,,,,,,,,,,Xin  Zhou|Da  Yan|Tianzhen  Hong|Xiaoxin  Ren,https://dx.doi.org/10.1016/j.enbuild.2014.09.071
"
          Current State of Load Modeling: Composite Load Model Development and Implementation        ",,presentation-lecture,,2015,,https://eta-publications.lbl.gov/publications/current-state-load-modeling-composite,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/3-composite-load-model-development.pdf,,,,,,,,,,,
