artifact__title,artifact__summary,artifact__type,artifact__date_published,artifact__date_published_year,artifact__date_circa,artifact__uri,artifact__publication_place,artifact__publisher,artifact__tags,collection__uuid,file__content_type,file__name,file__media_type,file__uuid,file__url,file__language,file__fulltext_s3_url,file__fulltext_paginated_s3_url,file__toc,file__viewer_settings,file__size,file__pages,file__key_terms,file__file_hash,artifact__people_author,atrifact__doi
"
          Costs to Automate Demand Response – Taxonomy and Results from Field Studies and Programs        ",,report,,2015,,https://eta-publications.lbl.gov/publications/costs-automate-demand-response,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/drrc_final_report_taxonomy.lbnl-1003924.pdf,,,,,,,,,,Mary Ann  Piette|Oren  Schetrit|Sila  Kiliccote|H.Y. Iris Cheung|Becky Zilu LI,
"
          Commercial Building Energy Saver: An energy retrofit analysis toolkit        ",,article,,2015,,https://eta-publications.lbl.gov/publications/commercial-building-energy-saver,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/tianzhen_hong_-_commercial_building_energy_saver_-_an_energy_retrofit_analysis_toolkit.pdf,,,,,,,,,,Tianzhen  Hong|Mary Ann  Piette|Yixing  Chen|Sang Hoon Lee|Sarah C Taylor-Lange|Rongpeng  Zhang|Kaiyu  Sun|Phillip N Price,https://dx.doi.org/10.1016/j.apenergy.2015.09.002
"
          Commercial 3-Phase Rooftop Air Conditioner Test Report        ",,report,,2015,,https://eta-publications.lbl.gov/publications/commercial-3-phase-rooftop-air,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/robles-commercial-3-phase-rooftop-airconditioner-report.pdf,,,,,,,,,,Steven  Robles,
"
          Comments on NRC Committee report Assessment of Technologies for Improving Fuel Economy of Light-Duty Vehicles, Phase 2        ",,other,,2015,,https://eta-publications.lbl.gov/publications/comments-nrc-committee-report,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/comments_on_nrc_committee_report.pdf,,,,,,,,,,Thomas P Wenzel,
"
          Characterization and Effectiveness of Technologies for India’s Electric Grid Reliability and Energy Security        ",,conference-paper,,2015,,https://eta-publications.lbl.gov/publications/characterization-and-effectiveness,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-6994e.pdf,,,,,,,,,,Girish  Ghatikar|Rongxin  Yin|Ranjit  Deshmukh|G. Ganesh  Das,
"
          Capturing the Invisible Resource: Analysis of Waste Heat Potential in Chinese Industry and Policy Options for Waste Heat to Power Generation        ",,report,,2015,,https://eta-publications.lbl.gov/publications/capturing-invisible-resource-analysis,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-179618.pdf,,,,,,,,,,Hongyou  Lu,
"
          Capturing Energy Efficiency in Residential Real Estate Transactions        ",,report,,2015,,https://eta-publications.lbl.gov/publications/capturing-energy-efficiency,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/c-1176_better_buildings_real_estate_white_paper6.pdf,,,,,,,,,,Elizabeth  Stuart,
"
          The Business Value of Superior Energy Performance        ",,conference-paper,,2015,,https://eta-publications.lbl.gov/publications/business-value-superior-energy,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/business_value_of_superior_0.pdf,,,,,,,,,,Aimee T McKane|Paul  Sheihing|Tracy  Evans|Sandy  Glatt|William  Meffert,
"
          The Business of High Performance: The USC Darla Moore School of Business        ",,case-study,,2015,,https://eta-publications.lbl.gov/publications/business-high-performance-usc-darla-0,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-1003926_usc_darla_moore_rev.pdf,,,,,,,,,,Cynthia  Regnier|Kevin  Settlemyre,
"
          Building Energy Codes in China: Recommendations for Development and Enforcement        ",,conference-paper,,2015,,https://eta-publications.lbl.gov/publications/building-energy-codes-china,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/building_code_roadmap_english_oct_20_2015_formatted.pdf,,,,,,,,,,Wei  Feng|Nan  Zhou|Stephane  de la Rue du Can|Michael  Bendewald|Ellen M Franconi,
"
          Builder-Installed Electrical Loads in New Homes        ",,proceedings,,2015,,https://eta-publications.lbl.gov/publications/builder-installed-electrical-loads-0,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/builder_installed_completed.pdf,,,,,,,,,,Alan K Meier|Quentin  Aillot,
"
          Battery electric vehicles can reduce greenhouse gas emissions and make renewable energy cheaper in India        ",,report,,2015,,https://eta-publications.lbl.gov/publications/battery-electric-vehicles-can-reduce,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-184562.pdf,,,,,,,,,,Anand R Gopal|Maggie  Witt|Nikit  Abhyankar|Colin  Sheppard|Andrew  Harris,
"
          Automated Measurement and Verification: Performance of Public Domain Whole-Building Electric Baseline Models        ",,article,,2015,,https://eta-publications.lbl.gov/publications/automated-measurement-and,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-187596.pdf,,,,,,,,,,Jessica  Granderson|Phillip N Price|David A Jump|Nathan J Addy|Michael D Sohn,https://dx.doi.org/10.1016/j.apenergy.2015.01.026
"
          Automated Measurement and Verification of Transactive Energy Systems, Load Shape Analysis, and Consumer Engagement        ",,conference-paper,,2015,,https://eta-publications.lbl.gov/publications/automated-measurement-and-0,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-1003931_-_price_piette.pdf,,,,,,,,,,Phillip N Price|Mary Ann  Piette|Jessica  Granderson|John  Elliott,
"
          Automated Measurement and Verification and Innovative Occupancy Detection Technologies        ",,report,,2015,,https://eta-publications.lbl.gov/publications/automated-measurement-and-1,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/1007182.pdf,,,,,,,,,,Phillip N Price|Bruce  Nordman|Mary Ann  Piette|Richard E Brown|Janie  Page|Steven  Lanzisera|Jessica  Granderson,
"
          Assessment of the Potential to Achieve Very Low Energy Use in Public Buildings in China with Advanced Window and Shading Systems        ",,article,,2015,,https://eta-publications.lbl.gov/publications/assessment-potential-achieve-very-low,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-187100.pdf,,,,,,,,,,Eleanor S Lee|Xiufeng  Pang|Andrew  McNeil|Sabine  Hoffmann|Anothai  Thanachareonkit|Zhengrong  Li|Yong  Ding,https://dx.doi.org/10.3390/buildings5020668
"
          Assessment of Literature Related to Combustion Appliance Venting Systems        ",,report,,2015,,https://eta-publications.lbl.gov/publications/assessment-literature-related,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-5798e-rev.pdf,,,,,,,,,,Vi H Rapp|Brett C Singer|J. Chris  Stratton|Craig P Wray|Brennan  Less,
"
          Assessment of Historical Transmission Schedules and Flows in the Eastern Interconnection, v1.0        ",,report,,2015,,https://eta-publications.lbl.gov/publications/assessment-historical-transmission-0,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/oati-assessment-of-historical-transmission-schedules-2015.pdf,,,,,,,,,,,
"
          Assessment of Grid-friendly Collective Optimization Framework for Distributed Energy Resources        ",,conference-paper,,2015,,https://eta-publications.lbl.gov/publications/assessment-grid-friendly-collective,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-1001907_assessment_of_grid-friendly_collective.pdf,,,,,,,,,,Pensini  Alessandro|Matthew  Robinson|Nicholas  Heine|Michael  Stadler|Andrea A Mammoli,
"
          Accuracy and Validation of Measured and Modeled Data for Distributed PV Interconnection and Control        ",,conference-paper,,2015,,https://eta-publications.lbl.gov/publications/accuracy-and-validation-measured-and,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-187870_.pdf,,,,,,,,,,Emma M Stewart|Sila  Kiliccote|Daniel  Arnold|Alexandra  von Meier|Reza  Arghandeh,
"
          Accelerating the energy retrofit of commercial buildings using a database of energy efficiency performance        ",,article,,2015,,https://eta-publications.lbl.gov/publications/accelerating-energy-retrofit,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/tianzhen_hong_-_accelerating_the_energy_retrofit_of_commercial_buildings_using_a_database_of_energy_efficiency_performance.pdf,,,,,,,,,,Sang Hoon Lee|Tianzhen  Hong|Mary Ann  Piette|Geof  Sawaya|Yixing  Chen|Sarah C Taylor-Lange,https://dx.doi.org/10.1016/j.energy.2015.07.107
"
          Is $50/MWh Solar for Real? Falling Project Prices and Rising Capacity Factors Drive Utility-Scale PV Toward Economic Competitiveness        ",,article,,2015,,https://eta-publications.lbl.gov/publications/50mwh-solar-real-falling-project,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-183129.pdf,,,,,,,,,,Mark  Bolinger|Samantha  Weaver|Jarett  Zuboy,https://dx.doi.org/10.1002/pip.2630
"
          2014 FIDVR Events Analysis on Valley Distribution Circuits        ",,report,,2015,,https://eta-publications.lbl.gov/publications/2014-fidvr-events-analysis-valley,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/robles-2014-fidvr-events-analysis.pdf,,,,,,,,,,Steven  Robles,
"
          2006-2015 Research Summary of Demand Response Potential in California Industry, Agriculture and Water Sectors        ",,report,,2015,,https://eta-publications.lbl.gov/publications/2006-2015-research-summary-demand,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-1004131_iaw_dr_2006-2015_project_report.pdf,,,,,,,,,,Arian  Aghajanzadeh|Aimee T McKane|Craig P Wray|Peter L Therkelsen,
"
          Wind Turbines, Amenities and Disamenities: A Study of Home Value Impacts in Densely Populated Massachusetts        ",,article,,2016,,https://eta-publications.lbl.gov/publications/wind-turbines-amenities-and,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-1007124.pdf,,,,,,,,,,Ben  Hoen|Carol  Atkinson-Palombo,
"
          Will the Measurement Robots Take Our Jobs? An Update on the State of Automated M&V for Energy Efficiency Programs        ",,article,,2016,,https://eta-publications.lbl.gov/publications/will-measurement-robots-take-our-jobs,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/1006283.pdf,,,,,,,,,,Jessica  Granderson|Samir  Touzani|Cody  Taylor|Samuel  Fernandes,
"
          Validation of the Ornstein-Uhlenbeck Process for Load Modeling Based on μPMU Measurements        ",,proceedings,,2016,,https://eta-publications.lbl.gov/publications/validation-ornstein-uhlenbeck-process,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-1006588.pdf,,,,,,,,,,Ciaran  Roberts|Emma M Stewart|Federico  Milano,
"
          Utility Regulatory and Business Model Reforms for Addressing the Financial Impacts of Distributed Solar on Utilities        ",,report,,2016,,https://eta-publications.lbl.gov/publications/utility-regulatory-and-business-model,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/65670.pdf,,,,,,,,,,Galen L Barbose|John  Miller|Ben  Sigrin|Emerson  Reiter|Karlynn  Cory|Joyce  McLaren|Joachim  Seel|Andrew D Mills|Naïm R Darghouth|Andrew  Satchwell,
"
          Using the Spatial Distribution of Installers to Define Solar Photovoltaic Markets        ",,report,,2016,,https://eta-publications.lbl.gov/publications/using-spatial-distribution-installers,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/66773.pdf,,,,,,,,,,Eric  O'Shaughnessy|Gregory  Nemet|Naïm R Darghouth,
"
          Using Deemed Savings and Technical Reference Manuals for Efficiency Programs and Projects        ",,presentation-lecture,,2016,,https://eta-publications.lbl.gov/publications/using-deemed-savings-and-technical,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/emvwebinar_june2016.pdf,,,,,,,,,,Steven R Schiller|Jennifer  Easler|Chuck  Rea|Tina  Jayaweera,
"
          U.S. Renewables Portfolio Standards 2016 Annual Status Report        ",The most recent version of the RPS report can be accessed via the project page found ,report,,2016,,https://eta-publications.lbl.gov/publications/us-renewables-portfolio-standards,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-1005057.pdf,,,,,,,,,,Galen L Barbose,
"
          Unlocking Energy Efficiency in Small Commercial Buildings through Mechanical Contractors        ",,article,,2016,,https://eta-publications.lbl.gov/publications/unlocking-energy-efficiency-small,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/sam_fernandes_-_unlocking_energy_efficiency_in_small_commercial_buildings_through_mechanical_contractors.pdf,,,,,,,,,,Jessica  Granderson|Erin L Hult|Samuel  Fernandes|Paul A Mathew|Robin  Mitchell,
"
          United States Data Center Energy Usage Report        ",,report,,2016,,https://eta-publications.lbl.gov/publications/united-states-data-center-energy,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-1005775_v2.pdf,,,,,,,,,,Arman  Shehabi|Sarah Josephine Smith|Dale A Sartor|Richard E Brown|Magnus  Herrlin|Jonathan G Koomey|Eric R Masanet|Nathaniel  Horner|Inês Lima Azevedo|William  Lintner,
"
          Towards the Optimal Development of Low-Carbon Community Energy Systems        ",,proceedings,,2016,,https://eta-publications.lbl.gov/publications/towards-optimal-development-low,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/11_1075.pdf,,,,,,,,,,Ping  Liu|Wei  Feng|Chris  Marnay|Spencer M Dutton|Ming  Jin|Lingwei  Zheng|Nan  Zhou,
"
          Toward future's clean power system: lessons from the past        ",,presentation-lecture,,2016,,https://eta-publications.lbl.gov/publications/toward-futures-clean-power-system,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/future-clean-power-2016.pdf,,,,,,,,,,Jiang  Lin|Andrew  Satchwell,
"
          Technology Assessments of High Performance Envelope with Optimized Lighting, Solar Control, and Daylighting        ",,report,,2016,,https://eta-publications.lbl.gov/publications/technology-assessments-high,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-2001051.pdf,,,,,,,,,,Eleanor S Lee|Anothai  Thanachareonkit|Samir  Touzani|Spencer M Dutton|Jordan  Shackelford|Darryl J Dickerhoff|Stephen E Selkowitz,
"
          A Tale of Three District Energy Systems: Metrics and Future Opportunities        ",,conference-paper,,2016,,https://eta-publications.lbl.gov/publications/tale-three-district-energy-systems,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/aceee_0.pdf,,,,,,,,,,Rebecca Zarin Pass|Michael  Wetter|Mary Ann  Piette,
"
          Sustainable Energy Solutions for Rural Alaska        ",,report,,2016,,https://eta-publications.lbl.gov/publications/sustainable-energy-solutions-rural,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-1005097.pdf,,,,,,,,,,Riley  Allen|Donna  Brutkoski|David  Farnsworth|Peter H Larsen,
"
          Smart Ventilation Control of Indoor Humidity in High Performance Homes in Humid U.S. Climates        ",,article,,2016,,https://eta-publications.lbl.gov/publications/smart-ventilation-control-indoor,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/1006980.pdf,,,,,,,,,,Brennan  Less|Iain S Walker,
"
          A Simulation Approach to Estimate Energy Savings Potential of Occupant Behavior Measures        ",,article,,2016,,https://eta-publications.lbl.gov/publications/simulation-approach-estimate-energy,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/t_hong_-_report_-_a_simulation_approach_to_estimate_energy_savings_of_ob_measures.pdf,,,,,,,,,,Kaiyu  Sun|Tianzhen  Hong,
"
          Review of Building Data Frameworks Across Countries: Lessons for India        ",,report,,2016,,https://eta-publications.lbl.gov/publications/review-building-data-frameworks,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/lbnl-1005677.pdf,,,,,,,,,,Maithili  Iyer|Hannah  Stratton|Sangeeta  Mathew|Satish  Kumar|Paul A Mathew|Mohini  Singh,
"
          Results of the California Healthy Homes Indoor Air Quality Study of 2011–2013: impact of natural gas appliances on air pollutant concentrations        ",,article,,2016,,https://eta-publications.lbl.gov/publications/results-california-healthy-homes-0,,,,8f691629-ae5d-4ba0-9250-6062a938a0ca,,,,,https://eta-publications.lbl.gov/sites/default/files/mullen_et_al._-_2016_-_results_of_the_california_healthy_homes_indoor_air.pdf,,,,,,,,,,N. A Mullen|J.  Li|Marion L Russell|Michael  Spears|Brennan  Less|Brett C Singer,https://dx.doi.org/10.1111/ina.12190
